altitude_m,ambient_temp_c,pressure_kpa,load_current_a,vibration_g,operating_hours,internal_temp_c,dielectric_margin,health_status
5581.3,-30.1,49.95,12.11,0.68,2519.3,7.3,22.59,2
2446.0,26.5,75.19,28.19,0.92,4837.5,126.0,19.69,2
4558.9,16.4,57.28,10.63,2.28,453.7,45.5,27.76,1
4065.5,-8.3,61.12,18.68,1.77,2393.0,53.8,21.31,1
4118.9,-1.2,60.69,46.71,2.39,321.4,223.4,10.7,2
4595.2,-12.3,57.01,9.01,2.2,3154.7,10.9,29.98,1
3952.2,15.6,62.03,32.36,3.26,402.7,148.5,14.64,2
3074.4,18.8,69.45,30.46,4.69,885.1,134.3,17.16,2
2155.5,17.2,77.97,7.8,0.63,1301.6,33.4,43.82,0
5111.5,14.2,53.22,17.65,0.59,3746.2,75.6,19.25,1
1857.6,-24.7,80.91,29.02,4.28,828.2,75.3,20.73,1
4654.1,-14.7,56.56,10.98,2.58,4234.7,16.0,26.95,1
1900.0,-4.8,80.49,40.43,3.86,668.2,154.6,15.96,2
4252.0,-15.2,59.64,48.66,1.16,185.9,224.8,10.17,2
4982.5,16.6,54.15,12.31,4.16,1981.3,53.4,24.27,1
1812.3,-15.3,81.37,10.97,4.63,4897.4,10.2,38.8,1
859.7,-29.6,91.42,23.84,3.21,560.6,41.7,27.02,1
1285.8,-10.1,86.8,37.89,0.62,517.6,130.1,18.12,2
4136.0,33.5,60.56,15.52,4.49,3758.3,81.6,23.73,1
5596.7,-23.1,49.85,2.95,3.98,1567.7,-17.9,38.48,1
770.0,5.9,92.41,27.98,3.78,3589.2,94.8,24.33,0
4904.9,-7.5,54.71,47.92,0.28,1008.1,237.7,9.45,2
2547.9,-34.7,74.23,20.78,4.01,2305.8,30.7,24.12,2
3371.2,-3.4,66.86,22.17,0.78,1333.8,72.0,20.79,1
6073.2,12.7,46.71,48.51,1.19,2263.1,282.7,7.98,2
2491.8,-1.5,74.76,35.34,2.93,3847.8,135.5,16.49,2
3292.0,25.4,67.54,36.52,1.4,3812.4,176.3,14.52,2
582.1,-18.3,94.52,29.01,3.34,2583.7,74.1,24.23,1
989.6,-33.5,89.99,48.78,3.08,4642.6,162.5,15.31,2
2051.5,30.2,78.99,35.07,0.63,1326.3,162.1,17.53,2
667.1,-11.6,93.56,44.96,3.31,1209.2,159.9,17.02,2
4288.3,3.2,59.36,35.57,4.63,3072.9,158.4,13.03,2
3058.4,19.4,69.59,37.29,0.89,3110.3,172.5,14.72,2
3788.9,-15.7,63.36,15.94,3.03,242.2,33.1,24.42,1
1547.9,13.7,84.06,16.57,1.78,3042.8,58.4,31.64,0
2275.6,-29.8,76.81,39.58,2.35,1878.4,128.6,15.49,2
4482.9,-18.2,57.86,16.24,1.51,3739.7,34.3,22.05,2
6291.8,-29.1,45.32,29.01,1.84,4042.4,104.3,11.62,2
802.5,20.8,92.05,13.97,0.24,2765.2,54.5,38.4,0
5842.3,-23.3,48.21,41.22,4.91,18.5,188.3,9.41,2
3961.3,13.8,61.95,7.3,3.16,3185.5,30.4,35.8,0
3883.5,30.7,62.58,41.81,2.55,3746.9,220.2,12.08,2
3501.7,-0.4,65.75,30.93,1.98,1252.4,120.8,16.06,2
916.4,0.5,90.79,10.97,2.74,2328.6,24.7,43.29,0
1039.3,-5.4,89.45,28.02,1.96,4829.0,85.1,23.53,1
4105.5,-15.6,60.8,15.56,1.86,1497.6,32.6,23.79,1
2545.8,-4.3,74.25,17.53,2.37,1123.5,47.2,26.98,1
6003.6,5.2,47.16,18.87,1.45,1062.2,76.9,16.33,2
2939.5,33.9,70.65,5.04,0.98,2798.4,43.2,46.98,0
1359.7,30.3,86.02,49.33,2.83,4749.4,234.0,14.5,2
4788.3,24.7,55.57,3.51,4.23,3047.4,30.9,41.12,1
2260.1,26.7,76.96,33.8,0.85,1523.6,153.5,17.57,2
3652.8,-4.9,64.48,19.82,0.26,3196.5,60.7,21.62,1
4687.0,9.3,56.32,33.01,1.31,3128.0,152.8,13.09,2
5901.6,27.1,47.82,19.1,4.9,2988.7,99.5,16.43,2
5253.1,-10.5,52.22,34.34,4.16,805.5,146.9,11.78,2
4558.2,32.1,57.29,37.0,3.02,3176.5,199.0,12.19,2
4577.8,-8.8,57.14,35.15,4.65,2156.5,146.7,12.66,2
6175.5,5.1,46.06,7.47,2.28,102.8,24.9,26.36,1
2274.9,13.2,76.82,33.53,4.92,2703.4,138.8,17.65,2
506.7,31.3,95.38,15.44,1.55,4946.4,69.3,37.49,0
2131.7,-21.7,78.2,3.38,1.28,1755.2,-16.6,58.44,0
1807.3,16.0,81.42,21.91,3.23,4828.1,83.2,25.51,1
4471.0,-0.9,57.95,22.81,1.95,490.1,83.4,17.66,2
4302.3,-19.9,59.25,24.42,3.17,3664.9,71.9,17.21,2
4060.8,18.2,61.15,35.83,1.59,580.5,172.7,13.34,2
597.5,1.4,94.35,16.82,3.13,1375.1,44.6,35.17,0
4872.7,9.6,54.95,17.13,1.45,2858.5,67.6,20.25,1
2441.2,-15.8,75.24,4.91,0.35,2968.0,-7.2,50.47,0
4490.3,-3.9,57.8,34.97,4.57,3878.3,149.6,12.85,2
3839.5,6.3,62.94,29.26,4.43,3080.4,120.9,16.03,2
2556.4,-9.6,74.15,18.77,4.86,2972.1,47.1,25.77,1
1307.5,-25.1,86.57,35.85,3.61,4562.6,104.8,18.88,1
1066.5,32.1,89.15,27.79,3.45,2266.3,121.7,23.59,2
5489.1,-1.6,50.58,24.52,2.84,1134.1,98.2,14.65,2
6010.4,15.0,47.11,26.54,0.72,817.3,130.6,12.89,2
4398.7,-9.2,58.5,32.54,1.03,2006.0,128.8,13.75,2
1120.6,-13.4,88.57,33.68,1.52,3566.6,104.3,20.28,1
2912.2,-9.5,70.9,15.87,4.46,222.3,36.4,27.4,1
4873.6,-9.3,54.94,8.76,0.95,654.0,13.3,29.29,1
5178.9,0.8,52.74,9.52,4.62,539.5,26.8,27.02,1
1209.3,0.8,87.62,32.69,2.66,2930.4,114.2,20.52,2
500.2,-2.7,95.46,43.9,3.61,1221.9,161.5,17.71,2
4772.8,-29.9,55.68,21.66,0.64,839.6,50.1,17.59,2
2639.6,-2.8,73.38,10.14,1.42,2967.9,21.3,36.44,0
2026.9,-27.3,79.23,38.32,4.8,3808.9,121.7,16.4,2
577.4,-30.5,94.58,41.96,1.4,1667.5,124.3,18.2,2
3741.8,29.9,63.74,44.27,1.55,2895.2,233.3,11.75,2
5606.9,5.4,49.78,31.13,1.07,499.6,145.9,12.1,2
6245.8,9.5,45.61,43.31,0.73,4676.6,242.6,8.56,2
3894.5,-9.9,62.49,2.74,1.24,1691.1,-5.7,49.05,0
3586.8,28.2,65.03,7.15,3.25,4987.6,43.8,37.93,0
1010.3,7.8,89.76,6.44,2.33,4893.2,19.4,54.59,0
3793.2,17.7,63.32,36.21,2.81,3896.3,171.7,13.7,2
2779.9,-12.4,72.09,5.34,0.7,110.1,-2.5,47.0,0
4142.8,32.0,60.5,25.83,4.03,2721.9,130.2,16.89,2
2832.4,21.5,71.62,24.69,3.94,443.3,106.3,20.64,2
1941.8,24.0,80.07,16.91,0.21,4476.7,71.2,29.75,1
1069.8,-27.1,89.12,43.78,1.98,3950.3,142.3,16.57,2
2389.5,-19.7,75.73,10.18,0.44,4862.0,4.2,37.52,0
1079.9,-18.6,89.01,18.92,3.98,3045.8,33.8,30.78,1
1561.4,-19.7,83.92,39.16,3.71,2615.6,129.6,17.07,2
6424.0,24.2,44.5,3.46,4.52,2599.7,31.0,33.06,1
3164.6,-37.6,68.65,34.3,1.26,1938.4,99.5,15.5,2
3691.2,-34.3,64.16,41.19,2.34,2348.8,148.9,12.53,2
5741.7,-19.5,48.88,46.75,1.0,3180.7,231.2,8.61,2
6473.4,-25.0,44.2,44.06,1.92,4665.4,217.6,8.18,2
3996.3,-22.6,61.67,17.33,2.66,2983.5,33.0,22.56,1
5374.8,19.8,51.37,30.15,0.36,4287.0,152.1,12.8,2
2461.6,2.2,75.04,5.71,3.6,4315.3,12.9,47.77,0
2334.5,-39.6,76.25,14.38,2.76,2599.0,-1.1,31.28,2
2916.2,-7.8,70.86,6.52,4.16,1743.9,5.4,42.89,1
4535.0,-9.4,57.46,17.13,1.43,3201.5,47.3,21.18,1
4593.2,-31.5,57.02,44.01,4.53,2234.9,181.8,10.56,2
2391.4,10.7,75.71,18.66,4.99,416.4,66.4,26.41,1
1299.3,12.7,86.66,28.97,4.6,1895.3,109.0,22.24,2
4294.4,14.1,59.31,22.8,3.91,4970.4,97.3,18.08,1
1270.0,14.6,86.97,24.03,4.08,252.1,88.6,25.56,1
3971.0,-40.0,61.87,48.54,2.91,3486.4,194.8,10.57,2
4660.5,31.5,56.52,16.22,1.03,4207.5,84.5,21.56,1
4703.7,21.1,56.19,32.11,3.42,3247.1,159.2,13.34,0
5020.8,27.8,53.87,22.16,3.59,2853.0,111.8,16.75,2
5737.2,-38.8,48.91,4.94,4.93,3540.7,-28.1,32.75,2
3499.8,30.0,65.77,25.49,2.75,2152.4,122.5,18.53,2
4881.5,20.7,54.88,41.04,1.43,465.9,217.9,10.75,2
4215.0,22.8,59.93,6.74,3.45,4812.2,37.8,35.8,0
1619.8,-33.0,83.32,5.34,4.9,2167.2,-23.8,54.31,2
654.1,15.4,93.71,9.37,0.97,3330.3,34.5,48.37,0
2207.2,32.0,77.47,38.69,1.7,2661.2,184.8,15.91,2
3158.2,10.9,68.71,36.75,2.76,282.8,161.8,14.7,2
4202.6,2.8,60.03,29.12,0.93,4764.2,119.4,15.34,2
5599.8,30.9,49.83,24.47,0.21,3964.8,131.2,14.45,2
1677.5,-6.8,82.73,44.64,1.75,754.0,173.8,15.14,2
1253.3,4.9,87.15,38.8,4.34,4908.4,149.6,17.86,2
6280.9,-4.3,45.39,40.97,0.31,3687.1,212.0,8.91,2
1148.3,30.0,88.27,41.04,2.2,2366.9,185.4,17.3,2
3370.9,-34.3,66.86,32.85,3.83,3060.7,96.5,15.6,2
4013.4,-2.4,61.53,23.98,4.77,542.6,85.3,18.11,1
3748.2,11.5,63.69,43.5,4.93,2806.5,210.1,11.9,2
1016.2,19.4,89.7,46.45,2.17,377.6,202.8,15.89,2
842.2,3.7,91.61,3.14,4.76,2728.8,7.9,69.7,1
1132.9,28.2,88.44,4.47,0.27,2768.0,35.1,61.1,0
4013.5,30.6,61.53,48.02,3.75,4373.4,262.6,10.61,2
3766.1,-35.2,63.54,15.3,3.25,3628.0,10.9,25.11,2
1902.4,-9.8,80.46,43.92,1.32,1255.3,169.2,14.92,2
4326.6,-38.2,59.06,20.66,2.59,4443.2,34.5,19.26,2
5420.4,-15.3,51.05,7.72,0.73,2870.5,4.4,28.82,1
749.5,0.3,92.64,5.86,4.37,3035.8,10.2,58.41,1
3488.8,28.3,65.86,9.51,1.85,853.2,51.6,33.75,0
4635.9,23.5,56.7,13.99,3.17,4290.3,66.5,23.63,1
2013.9,-30.4,79.36,25.45,0.88,4655.5,53.5,22.39,2
2346.6,-33.0,76.13,35.67,1.11,3877.2,104.5,16.67,2
4181.8,4.2,60.19,49.35,4.96,4704.4,247.8,10.14,2
5887.6,-0.1,47.91,23.19,3.79,1518.5,94.8,14.43,2
5359.5,-20.0,51.47,26.87,4.81,4307.0,92.5,13.96,2
3998.8,27.5,61.65,27.05,1.55,2449.6,131.2,16.64,2
4881.3,29.6,54.88,27.89,0.91,827.9,144.3,14.48,2
2688.9,-9.8,72.93,26.85,2.57,3347.3,84.6,19.79,1
4345.8,26.8,58.91,2.42,2.52,3423.8,30.4,47.43,0
3297.1,-11.2,67.5,2.08,0.96,1441.8,-8.5,55.86,0
1639.6,15.3,83.12,6.69,3.69,147.2,27.9,49.81,0
4710.4,-4.3,56.14,6.87,1.87,1007.2,11.7,33.27,0
3838.8,-30.8,62.95,35.84,1.01,2004.9,121.4,13.73,2
2651.7,29.6,73.27,11.84,1.73,846.1,59.5,33.55,0
5968.0,-5.9,47.39,44.95,2.86,978.2,235.0,8.62,2
625.6,15.1,94.03,46.57,3.66,1963.0,194.8,16.62,2
2394.6,-12.5,75.68,48.84,2.46,4809.3,201.7,12.86,2
841.3,-38.6,91.62,47.08,2.68,3823.6,146.3,16.05,2
5099.2,-32.5,53.31,15.05,0.78,1605.5,16.6,21.28,2
4712.6,-2.8,56.13,26.47,4.58,4758.5,102.7,15.39,2
2488.1,11.7,74.79,10.42,4.65,3231.8,36.5,36.62,1
4554.0,-14.9,57.32,40.7,3.45,2282.7,175.7,11.31,2
2875.6,12.2,71.22,44.64,0.19,2346.8,206.8,13.03,2
5037.5,12.4,53.75,42.86,2.73,2059.6,224.1,10.17,2
3225.1,12.8,68.12,22.8,3.18,1172.6,90.5,20.77,1
2973.7,-3.1,70.34,38.42,4.97,1939.3,155.7,14.53,2
6108.4,28.6,46.48,6.68,4.98,2644.2,45.5,27.86,1
2005.3,-3.3,79.44,3.93,4.3,2644.9,2.8,57.02,1
1222.7,-6.2,87.47,38.16,0.41,3811.1,134.8,18.16,2
4007.3,-25.0,61.58,22.42,4.77,1800.4,54.8,19.0,1
6315.9,-16.9,45.17,49.79,3.1,3586.8,267.8,7.56,2
2767.0,-36.8,72.21,6.67,4.02,2894.7,-23.3,43.32,2
872.2,7.5,91.28,43.07,2.1,4809.6,171.1,17.2,2
2535.8,-21.4,74.35,25.04,1.67,1932.6,63.4,21.22,1
3535.6,-17.2,65.46,41.7,2.37,4507.1,167.4,12.66,2
1471.5,17.8,84.85,41.22,0.82,4105.0,177.3,16.57,2
4448.6,-15.5,58.12,45.97,1.85,3191.9,209.0,10.38,2
6486.5,-21.8,44.12,16.3,4.3,3276.0,38.5,16.78,2
3210.4,-27.3,68.25,47.59,0.29,432.4,190.2,11.85,2
2628.4,18.1,73.49,9.28,0.84,4751.6,39.4,38.11,0
2904.2,-30.3,70.97,5.93,0.71,543.6,-18.7,44.54,2
1190.9,-6.0,87.81,22.72,2.08,2820.5,62.1,26.84,1
5799.6,-2.0,48.49,41.76,4.99,1657.1,212.9,9.37,2
2989.0,11.6,70.21,24.72,0.95,2155.0,97.3,20.22,1
2823.6,7.5,71.7,41.81,0.81,3054.8,184.5,13.84,2
4458.1,20.8,58.05,37.02,4.58,4545.2,186.7,12.34,2
3152.2,-36.6,68.76,12.05,4.42,2293.3,-5.0,31.18,2
4389.4,-17.8,58.58,47.55,0.26,4938.8,216.7,10.18,2
868.7,-19.0,91.32,4.92,3.78,2968.1,-11.2,61.21,0
5382.3,-29.0,51.32,45.12,3.31,811.2,203.7,9.31,2
6143.0,-18.3,46.26,16.61,3.86,958.1,42.2,17.38,2
4392.6,-16.8,58.55,26.01,2.52,3583.4,84.0,16.26,2
6227.4,-0.9,45.73,22.27,4.96,261.5,90.9,14.17,2
1408.6,9.8,85.51,10.25,0.31,2406.9,32.4,42.23,0
3364.5,-11.4,66.92,19.19,1.25,749.6,50.2,22.92,1
4110.8,14.0,60.76,11.26,2.04,2171.8,44.6,28.58,1
3990.4,-14.8,61.72,11.79,2.3,3752.1,17.6,28.33,1
2908.8,-18.2,70.93,10.98,4.61,2299.5,9.1,33.81,1
2528.5,0.6,74.42,25.47,2.84,825.6,87.4,20.98,1
1260.9,-38.2,87.07,40.3,0.32,1267.1,114.3,17.31,2
2850.5,-34.0,71.45,29.31,2.1,1844.0,73.8,18.18,2
1476.0,-8.7,84.81,44.87,2.14,357.1,171.0,15.45,2
4906.2,30.7,54.7,32.55,4.83,2925.8,173.5,12.85,2
1753.0,14.1,81.96,35.09,3.04,3041.6,143.6,18.18,2
851.4,-33.4,91.51,34.05,3.21,320.1,84.1,20.78,2
3814.2,23.5,63.15,23.57,3.59,2017.5,108.0,18.81,2
4071.4,14.9,61.07,35.09,3.87,2075.9,165.0,13.54,2
5731.5,5.8,48.94,5.35,3.21,1675.8,17.9,31.89,0
3961.9,21.5,61.95,43.27,1.26,2793.1,221.3,11.63,2
2572.9,-9.7,74.0,39.33,4.38,1736.3,150.3,15.0,2
5318.1,-23.4,51.76,13.77,3.69,2087.9,20.6,21.78,1
3741.7,-1.6,63.74,38.87,3.74,3989.6,167.9,13.04,2
975.7,1.2,90.14,2.61,4.98,818.9,4.4,71.5,1
3895.1,0.4,62.49,12.43,4.03,3099.4,35.1,27.86,1
5948.1,2.4,47.52,5.13,4.16,2532.9,13.9,31.41,1
2877.9,31.2,71.2,39.45,4.76,1532.3,194.9,14.4,2
2278.0,27.7,76.79,38.28,0.84,3640.4,178.8,15.9,2
1360.8,25.7,86.01,41.05,2.54,2760.4,183.2,16.85,2
1408.7,20.1,85.51,2.22,2.94,2392.0,22.8,70.0,0
3096.6,30.8,69.25,26.06,1.71,3341.7,123.7,19.2,2
4074.1,-32.6,61.05,35.83,4.21,4013.4,121.9,13.32,2
983.7,-20.1,90.05,9.46,3.84,4863.6,-0.4,46.28,1
6137.4,-2.9,46.3,33.19,3.63,3150.5,156.6,10.72,2
5030.8,23.5,53.8,6.04,4.99,4373.5,37.1,33.55,1
4019.7,-2.1,61.48,10.7,1.37,15.4,26.3,29.7,1
5470.6,16.1,50.71,24.84,3.7,2655.9,117.6,14.56,2
981.1,-29.6,90.08,33.37,2.8,1081.1,85.6,20.77,1
3361.0,-21.1,66.95,9.0,1.63,480.0,0.3,35.23,0
4280.6,14.9,59.42,10.89,0.89,2664.5,44.5,28.44,1
5471.9,-27.6,50.7,11.81,4.49,3736.7,8.2,23.24,1
5200.8,-13.6,52.59,13.46,3.02,2067.2,28.6,22.42,1
2162.4,-20.1,77.91,12.87,4.14,3353.8,12.5,34.06,1
6145.3,-13.8,46.25,20.97,2.77,2453.7,70.1,14.93,2
1246.1,13.1,87.22,33.38,1.18,2191.1,130.2,20.11,2
5750.8,-12.4,48.82,23.03,1.75,1458.4,80.6,14.78,2
6325.6,1.6,45.11,39.25,1.97,1919.1,205.9,9.16,2
1562.9,-32.5,83.91,36.52,4.87,1755.5,102.9,18.03,2
4832.4,20.4,55.24,8.07,0.13,3234.5,40.5,30.56,0
741.7,-12.3,92.73,4.34,4.93,588.9,-5.7,64.64,1
2932.5,8.6,70.71,44.14,4.9,472.3,200.9,13.06,2
3597.7,14.4,64.94,5.83,4.98,3303.5,26.2,41.02,1
3983.9,-24.3,61.77,9.12,2.44,2736.0,-1.7,32.31,0
6115.6,26.4,46.44,3.06,4.82,2156.7,32.0,35.55,1
4533.5,6.2,57.47,32.16,2.04,770.7,143.1,13.63,2
3387.7,-7.8,66.72,29.95,0.23,2061.0,107.2,16.7,2
5358.1,-26.3,51.48,49.37,1.2,3950.8,237.3,8.67,2
6203.2,30.7,45.88,44.57,4.73,4449.2,272.7,8.41,2
632.4,16.6,93.95,21.72,0.17,3515.9,78.4,29.62,1
6395.1,-24.4,44.68,19.84,2.78,309.0,54.5,14.98,2
1016.8,-14.7,89.69,16.25,0.47,3355.3,27.5,34.17,0
5386.3,20.7,51.29,9.32,1.5,1212.5,46.3,26.55,1
2182.0,12.2,77.72,8.63,0.53,1583.1,30.8,41.72,0
1293.1,17.4,86.73,8.35,4.31,987.4,34.3,47.26,1
3139.1,-6.9,68.88,7.48,3.0,3881.0,9.3,39.41,0
4363.7,13.7,58.77,13.54,4.52,3246.5,54.1,24.96,1
2785.7,-11.0,72.04,16.72,3.47,3063.1,37.9,26.96,1
827.4,-24.2,91.77,48.16,4.86,3343.2,166.5,15.78,2
4096.8,7.5,60.87,29.77,2.6,1191.5,126.8,15.31,2
5914.4,33.2,47.74,49.4,3.23,2228.8,307.2,8.04,2
2799.3,-16.7,71.92,19.88,2.92,3169.9,45.7,24.07,1
1798.0,-5.4,81.51,23.97,2.47,3186.6,70.7,24.0,1
3155.5,10.6,68.73,17.58,4.25,3961.3,64.3,24.92,1
790.2,0.6,92.19,10.78,3.26,1442.6,24.0,44.37,0
5422.9,23.3,51.04,8.87,4.03,3854.0,47.2,27.04,1
5458.0,17.1,50.79,47.36,3.95,2206.5,267.5,8.85,2
4028.0,-35.6,61.42,49.37,1.04,3354.2,205.7,10.35,2
2618.6,34.9,73.58,4.16,3.29,2284.0,41.8,51.98,0
5298.7,16.4,51.9,9.22,1.08,4743.6,41.5,27.01,1
3828.1,24.8,63.03,22.33,2.96,904.7,103.2,19.5,1
5455.6,8.8,50.81,10.94,3.42,3378.3,41.0,24.26,1
4288.8,24.2,59.36,19.47,4.99,2886.9,90.9,20.14,1
5206.4,-31.6,52.55,8.2,0.25,871.9,-10.4,28.88,2
4091.4,-13.9,60.91,23.91,0.55,339.4,73.9,17.96,2
2984.8,25.7,70.24,15.04,0.48,3997.7,68.5,28.05,1
6247.7,-24.9,45.6,18.89,2.05,795.7,48.1,15.78,2
3746.7,-34.1,63.7,6.53,4.13,940.7,-20.2,38.54,2
4130.5,19.1,60.6,22.55,4.24,4892.4,100.2,18.62,1
1822.9,22.7,81.26,49.2,3.71,3589.1,231.5,13.73,2
4253.9,-27.8,59.63,17.78,4.49,1259.9,30.8,21.46,1
3929.6,24.1,62.21,44.07,1.68,2958.8,228.6,11.51,2
1609.0,11.5,83.43,42.47,0.53,2675.2,179.3,15.9,2
857.5,-1.0,91.44,47.7,0.38,4223.9,187.5,15.85,2
4126.2,22.3,60.63,39.93,4.28,3649.3,202.7,12.14,2
5082.2,-8.6,53.43,33.66,3.68,4160.3,142.8,12.24,2
3640.4,-25.5,64.58,43.12,3.52,1065.4,169.3,12.16,2
1860.6,-18.6,80.88,5.63,1.76,3204.7,-8.6,51.74,0
4499.1,-2.1,57.73,24.22,1.96,210.8,89.7,16.87,2
980.6,-0.2,90.09,49.48,4.79,354.0,199.8,15.14,2
3151.0,20.4,68.77,38.94,0.41,3570.5,184.0,14.05,2
1480.2,19.4,84.76,48.18,3.89,131.9,217.9,14.57,2
1606.8,3.6,83.45,39.42,1.62,2903.0,154.7,16.89,2
1713.8,18.6,82.36,43.99,0.29,4203.6,195.9,15.25,2
2820.2,-25.6,71.73,35.91,3.74,1905.9,117.4,15.62,2
806.9,-36.2,92.0,38.5,1.72,233.8,103.0,18.97,2
2886.8,25.5,71.12,27.11,3.64,3572.1,122.4,19.16,2
3570.2,-34.3,65.17,46.36,3.57,4649.1,180.2,11.56,2
3399.8,-21.5,66.62,41.6,2.72,3588.7,160.9,12.91,2
2796.7,12.1,71.94,42.51,3.91,2896.5,193.0,13.7,2
5534.9,-9.3,50.27,34.3,2.95,1157.8,151.0,11.35,2
1372.0,25.7,85.89,16.62,1.5,86.7,70.2,32.27,0
3534.2,-17.7,65.48,3.71,3.7,3476.4,-11.4,47.76,0
872.2,-39.1,91.28,46.91,2.99,1162.8,145.2,16.04,2
926.9,-17.5,90.67,30.13,0.16,4292.2,82.1,22.59,1
3943.2,3.4,62.1,16.31,4.52,2337.2,54.3,23.6,1
3896.1,-11.8,62.48,9.16,2.77,2657.9,10.8,32.61,0
5768.2,0.1,48.7,41.82,4.36,3772.1,214.9,9.4,2
3847.2,25.7,62.88,42.15,4.43,3899.4,216.9,12.06,2
6258.7,28.4,45.53,41.1,2.28,3216.8,245.3,8.91,2
792.2,-20.1,92.16,32.96,2.59,4692.8,91.9,21.45,1
1088.0,-5.3,88.92,19.57,2.14,4911.7,49.6,30.07,0
764.4,1.2,92.47,16.6,2.3,4735.0,43.9,34.77,0
1611.7,31.2,83.4,2.41,4.49,4122.7,34.2,67.2,1
3747.6,34.9,63.69,42.01,3.96,3531.1,224.0,12.25,2
4373.4,-22.3,58.7,6.2,0.72,3320.0,-8.8,36.24,0
773.5,14.5,92.37,32.28,3.09,527.7,123.1,21.85,2
6175.8,-11.6,46.05,26.2,4.98,1364.7,103.1,12.72,2
5553.0,-39.4,50.15,27.28,3.02,38.4,77.0,13.45,2
2279.7,-39.3,76.77,46.48,3.95,695.7,159.1,13.59,2
963.1,-5.5,90.28,3.52,3.87,2201.8,-0.5,66.79,1
1519.3,-3.4,84.36,39.12,1.82,741.2,145.3,17.17,2
1261.7,-38.3,87.06,4.5,1.92,4509.3,-31.2,60.05,2
1239.7,11.5,87.29,3.83,3.65,4030.4,17.2,63.11,0
3611.4,-17.9,64.83,22.63,2.55,367.3,60.9,19.87,1
1975.1,2.0,79.74,5.03,2.9,1252.1,10.6,53.06,0
2648.8,-17.4,73.3,39.88,3.59,4097.2,146.4,14.69,2
6437.0,-27.5,44.42,27.42,3.91,4017.2,97.1,11.87,2
4605.9,-9.5,56.93,3.39,1.43,4727.8,-3.6,42.5,0
6193.9,-22.6,45.94,3.94,0.82,4987.8,-14.5,32.95,0
1355.3,0.1,86.07,31.41,1.53,4881.6,108.3,20.79,2
2792.8,-25.1,71.98,40.69,2.59,2056.6,145.0,14.2,2
3828.4,-1.9,63.03,23.01,1.78,1259.1,80.0,19.09,1
960.5,-28.2,90.31,28.62,2.88,3794.5,64.6,23.38,1
525.1,10.3,95.17,40.39,0.36,1503.4,156.7,18.89,2
4522.6,16.5,57.56,31.3,2.6,4033.9,148.3,13.93,2
4350.9,-31.7,58.87,12.79,1.9,2674.4,5.5,25.83,2
2964.7,-4.9,70.42,31.43,2.72,3971.7,114.8,17.0,2
3437.9,-34.7,66.29,32.16,2.17,1386.6,92.8,15.72,2
2992.7,4.9,70.17,37.24,1.49,2545.1,157.0,14.86,2
644.0,-20.2,93.82,31.8,4.53,2824.5,85.3,22.44,1
2512.2,-0.4,74.57,48.52,1.01,4716.1,213.4,12.74,2
1562.5,-1.2,83.91,11.47,3.44,1340.3,25.6,39.08,0
1090.5,29.3,88.89,47.65,4.63,4684.1,220.2,15.42,2
6240.3,1.2,45.65,27.84,2.74,4026.2,126.7,12.06,2
4096.2,3.7,60.87,34.25,4.39,3657.2,149.0,13.76,2
4871.9,-9.9,54.95,6.77,0.71,3936.5,5.9,32.76,0
2392.2,31.2,75.7,20.27,2.52,3031.1,93.7,25.01,1
2858.9,18.3,71.38,38.93,2.34,1228.0,178.8,14.59,2
1921.5,-18.6,80.27,35.93,0.14,955.6,116.7,17.48,2
1081.8,23.3,88.99,3.93,2.27,4333.0,29.1,63.9,0
1574.2,-7.6,83.79,28.24,1.91,3628.4,86.9,21.91,1
5285.1,22.2,51.99,6.24,3.38,1073.9,36.6,32.02,0
4565.3,21.7,57.23,49.8,4.7,3079.3,274.8,9.57,2
3781.6,-25.8,63.42,45.07,0.52,2243.3,183.2,11.52,2
3350.5,12.6,67.04,3.01,1.7,801.7,17.2,51.52,0
6034.6,-18.2,46.96,43.22,2.28,2664.0,210.9,8.82,2
936.4,-17.7,90.57,46.13,2.33,1414.8,163.1,16.13,2
2183.6,-17.8,77.7,18.97,3.9,490.3,38.5,26.82,1
2599.6,14.4,73.75,36.54,2.27,2340.1,158.9,15.85,2
5194.6,-22.8,52.63,23.22,0.23,2954.6,67.9,15.84,2
6455.1,-39.9,44.31,33.45,3.58,244.1,124.8,10.2,2
1944.0,13.6,80.05,18.34,4.44,2016.4,66.5,28.25,1
5745.8,-27.2,48.85,17.48,2.62,1295.7,36.1,17.77,2
5483.7,-32.2,50.62,22.37,2.95,162.9,55.6,15.64,2
1847.9,-22.2,81.01,8.99,0.9,637.1,-2.8,42.66,0
2896.0,-11.5,71.04,41.89,1.18,703.8,166.8,13.69,2
2958.0,-4.3,70.48,18.74,1.25,922.5,53.7,24.53,1
6369.3,-36.7,44.84,21.21,2.21,4018.9,49.9,14.37,2
1585.4,32.8,83.67,44.91,4.65,2203.1,213.9,15.24,2
5294.9,13.7,51.92,25.84,2.66,744.0,119.7,14.49,2
2505.2,-15.8,74.63,28.12,1.04,510.5,83.8,19.58,1
4885.2,-16.1,54.85,47.91,1.4,1496.7,228.8,9.47,2
3020.1,-6.4,69.93,44.56,1.98,3992.1,189.6,12.82,2
3970.2,7.0,61.88,10.13,3.15,1828.7,33.2,30.73,0
5495.7,-29.0,50.54,24.71,2.26,807.9,72.0,14.56,2
